,train,val,test
0,C1026189,C27798,C136530
1,C1026435,C2668362,C3789999
2,C1026558,C52029,C114759
3,C1031970,C53505,C2836872
4,C1032462,C2354097,C72693
5,C1032585,C3396645,C136284
6,C1046730,C393477,C713892
7,C1100727,C51045,C806019
8,C111684,C19680,C3512388
9,C111930,C216234,C719919
10,C112176,C841443,C3153843
11,C112422,C860508,C136161
12,C1206138,C230871,C907617
13,C121524,C44895,C2734290
14,C123861,C53874,C35670
15,C127182,C146124,C829266
16,C1277724,C51291,C401964
17,C140466,C974898,C40344
18,C154980,C771456,C3686679
19,C155103,C1039104,C3185577
20,C16851,C84378,C39483
21,C17097,C3528132,C3579915
22,C177366,C96186,C3512634
23,C18327,C74292,C409959
24,C187083,C59532,C3401442
25,C19188,C377856,C2334663
26,C19557,C54981,C2879184
27,C231240,C952758,C3686556
28,C2321994,C3904758,C75768
29,C23493,C2751264,C73062
30,C23616,C96432,C2568486
31,C2402313,C68019,C883632
32,C2403543,C115005,C3777576
33,C2409078,,C72324
34,C2421501,,C140097
35,C2421747,,C25953
36,C242679,,C262605
37,C2439951,,C3686925
38,C245631,,C38868
39,C2479803,,C624471
40,C2501082,,C70602
41,C2544993,,C3860109
42,C2581647,,C72939
43,C2617194,,C68388
44,C2647698,,C809340
45,C2653971,,C623856
46,C2654217,,C3684711
47,C2678694,,C818688
48,C2688165,,C324351
49,C2697882,,C270969
50,C270477,,C53013
51,C2735028,,C3602547
52,C2760612,,C2832690
53,C2760858,,C3726531
54,C27675,,C410082
55,C2795544,,C291756
56,C2819775,,C805773
57,C2819898,,C1004049
58,C2837733,,C42066
59,C2839701,,C88806
60,C28413,,C801468
61,C2855076,,C271092
62,C2864670,,C952635
63,C28659,,C15990
64,C29151,,C216603
65,C29397,,C30258
66,C311190,,C2358771
67,C311313,,
68,C311559,,
69,C3156795,,
70,C3199968,,
71,C324597,,
72,C3291111,,
73,C3293202,,
74,C3301689,,
75,C3365895,,
76,C33825,,
77,C3384960,,
78,C3396522,,
79,C3406485,,
80,C3408945,,
81,C3409191,,
82,C3409314,,
83,C3418293,,
84,C3418785,,
85,C3420507,,
86,C34317,,
87,C3503655,,
88,C3543507,,
89,C3557160,,
90,C3579669,,
91,C3616446,,
92,C3622227,,
93,C3649656,,
94,C36654,,
95,C36900,,
96,C3702423,,
97,C372321,,
98,C37269,,
99,C3732558,,
100,C37392,,
101,C37515,,
102,C37638,,
103,C3775731,,
104,C3775977,,
105,C3777453,,
106,C3790614,,
107,C3832065,,
108,C387327,,
109,C38991,,
110,C410328,,
111,C410697,,
112,C41574,,
113,C4158138,,
114,C4158261,,
115,C440832,,
116,C44526,,
117,C457929,,
118,C46371,,
119,C475887,,
120,C50061,,
121,C520905,,
122,C57810,,
123,C58056,,
124,C58179,,
125,C584865,,
126,C58794,,
127,C60270,,
128,C62730,,
129,C63099,,
130,C642060,,
131,C654483,,
132,C663093,,
133,C663585,,
134,C664938,,
135,C679329,,
136,C692736,,
137,C705651,,
138,C71217,,
139,C717336,,
140,C720042,,
141,C720165,,
142,C734679,,
143,C735540,,
144,C736401,,
145,C743289,,
146,C744888,,
147,C75276,,
148,C75522,,
149,C77367,,
150,C77490,,
151,C77613,,
152,C787938,,
153,C801960,,
154,C808233,,
155,C831849,,
156,C83271,,
157,C83640,,
158,C85977,,
159,C86100,,
160,C868872,,
161,C883263,,
162,C88683,,
163,C90159,,
164,C90528,,
165,C916473,,
166,C916719,,
167,C949683,,
168,C953127,,
169,C953250,,
170,C972192,,
171,C979080,,
172,C98031,,
173,C98154,,
174,C1002204,,
175,C1032339,,
176,C1036890,,
177,C1046853,,
178,C1064073,,
179,C1095069,,
180,C116235,,
181,C116727,,
182,C15498,,
183,C182409,,
184,C18450,,
185,C2451759,,
186,C2462583,,
187,C2487921,,
188,C25461,,
189,C2579556,,
190,C2580540,,
191,C2653725,,
192,C2653848,,
193,C28290,,
194,C2857659,,
195,C334437,,
196,C337143,,
197,C3385329,,
198,C340710,,
199,C3407346,,
200,C3418539,,
201,C34563,,
202,C34809,,
203,C3543384,,
204,C3560973,,
205,C3615708,,
206,C3622350,,
207,C36285,,
208,C3684096,,
209,C377610,,
210,C3790491,,
211,C3838092,,
212,C410574,,
213,C4157277,,
214,C41943,,
215,C457683,,
216,C466170,,
217,C524349,,
218,C54612,,
219,C54735,,
220,C54858,,
221,C55104,,
222,C56826,,
223,C57441,,
224,C641691,,
225,C714384,,
226,C71709,,
227,C74661,,
228,C806142,,
229,C89052,,
230,C94956,,
231,C973299,,
232,C975144,,
233,C99753,,
