,train,val,test
0,C1026189___7316-3925___HandE_A1,C75768___7316-361___HandE_FS,C2839701___7316-7083___H_and_E_A1
1,C1026189___7316-7923___H_and_E_A1,C75768___7316-361___HandE_(B),C154980___7316-960___HandE
2,C1026189___7316-3925___HandE_B1,C311190___7316-1744___HandE_B3,C39483___7316-183___HandE_(B)
3,C1026435___7316-4067___HandE_B1,C311190___7316-1744___HandE_B4,C39483___7316-183___HandE_(A2)
4,C1026435___7316-6775___H_and_E_A1,C311190___7316-1744___HandE_B1,C39483___7316-183___HandE_(A1)
5,C1026435___7316-7102___H_and_E_B1,C311190___7316-1744___HandE_A,C74292___7316-442___HandE_(C1)
6,C1026435___7316-7102___FS_H_and_E,C457929___7316-1943___HandE_A2,C74292___7316-344___HandE
7,C1031970___7316-4208___HandE,C136284___7316-470___HandE,C60270___7316-199___HandE
8,C1032462___7316-3962___HandE_,C19188___7316-9___HandE_BLOCK_C2,C3777576___7316-6532___1_E_HE
9,C1032585___7316-3945___HandE_A2,C19188___7316-9___HandE_BLOCK_D1,C3777576___7316-6532___1_D_HE
10,C1039104___7316-4219___HandE_A1,C3686556___7316-8869___H_and_E_B2,C3777576___7316-6532___1_C_HE
11,C1039104___7316-4219___HandE_B1,C3153843___7316-7111___H_and_E_DGD,C3777576___7316-6532___1_B_HE
12,C1039104___7316-4219___HandE_C1,C3153843___7316-7111___H_and_E_,C953127___7316-3770___HandE_A2
13,C1100727___7316-7511___H_and_E_B2,C121524___7316-495___HandE,C2819898___7316-7071___H_and_E_B1
14,C1100727___7316-7511___H_and_E_B1,C2421747___7316-5336___HandE_B1,C2819898___7316-7071___H_and_E_A1
15,C111684___7316-491___HandE_(B),C50061___7316-320___HandE_B2,C2819898___7316-7071___H_and_E_FSA
16,C111684___7316-491___HandE_(A),C3293202___7316-7522___H_and_E_A2,C808233___7316-3054___HandE
17,C111930___7316-476___HandE_(A),C3293202___7316-7522___H_and_E_A1,C27675___7316-247___HandE_B1
18,C111930___7316-476___HandE_(B),C72693___7316-346___HandE,C27675___7316-247___HandE_B2
19,C112176___7316-488___HandE,C72693___7316-6762___HandE_FS_DGD,C2837733___7316-7079___H_and_E_B1
20,C112422___7316-449___HandE_(1),C72693___7316-6762___HandE_A1,C2837733___7316-7079___H_and_E_A1
21,C112422___7316-449___HandE_(3),C1046730___7316-4225___HandE_A1,C623856___7316-2184___HandE
22,C112422___7316-449___HandE_(2),C1046730___7316-7920___H_and_E_A1,C829266___7316-4353___HandE_
23,C114759___7316-487___HandE_(S14-765),C1046730___7316-6354___HandE,C829266___7316-3065___HandE_C1
24,C114759___7316-5302___HandE,C1046730___7316-7920___H_and_E_B1,C829266___7316-3065___HandE_C2
25,C114759___7316-487___HandE_(S14-904),C23616___7316-43___HandE,C829266___7316-3065___HandE_A1
26,C127182___7316-869___HandE,C3401442___7316-7114___H_and_E_,C801960___7316-3050___HandE
27,C127182___7316-869___HandE_2,C1026558___7316-3927___HandE_C2,C18327___7316-1845___HandE_BLOCK_2
28,C1277724___7316-5152___HandE,C3199968___7316-8102___H_and_E_DGD,C18327___7316-36___HandE
29,C1277724___7316-8131___H_and_E_A1,C3199968___7316-8102___H_and_E_A1,C18327___7316-1845___HandE_BLOCK_1
30,C1277724___7316-8131___H_and_E_B1,C2544993___7316-5461___HandE,C735540___7316-2725___HandE_A2
31,C136161___7316-2193___HandE_C,C270477___7316-932___HandE_FSC,C1206138___7316-1917___HandE_B1
32,C136161___7316-485___HandE,C270477___7316-932___HandE_C2,C41574___7316-184___HandE
33,C136161___7316-2147___HandE_B1,C270477___7316-932___HandE_C1,C2581647___7316-4544___H_and_E
34,C136161___7316-2193___HandE_B,C2819775___7316-7068___H_and_E_SFA,C2581647___7316-5877___H_and_E
35,C136161___7316-2147___HandE_B2,C2819775___7316-7068___H_and_E_A2,C19680___7316-397___HandE
36,C136161___7316-2193___HandE_A,C2819775___7316-7068___H_and_E_A1,C19680___7316-106___HandE
37,C136530___7316-7103___H_and_E_A1,C3860109___7316-9252___H_and_E_B1,C4158138___7316-9555___1_A_HE
38,C136530___7316-7103___FS_H_and_E,C3702423___7316-8854___H_and_E_A2,C123861___7316-953___HandE_A
39,C136530___7316-874___HandE_B,C3702423___7316-8854___H_and_E___C2,C123861___7316-953___HandE_B
40,C136530___7316-874___HandE_A,C3702423___7316-8854___H_and_E_B1,C58179___7316-206___HandE
41,C140466___7316-882___HandE,C3702423___7316-8854___H_and_E_F3,C57810___7316-201___HandE
42,C146124___7316-884___HandE_(B),C3702423___7316-8854___H_and_E_____C2,C3686679___7316-8866___H_and_E_D1
43,C155103___7316-875___HandE_A,C34317___7316-132___HandE,C3686679___7316-8866___H_and_E_E1
44,C17097___7316-33___HandE,C2321994___7316-5273___HandE,C520905___7316-2143___HandE
45,C177366___7316-154___HandE,C736401___7316-2729___HandE,C3418293___7316-7925___H_and_E_B1
46,C187083___7316-957___HandE,C116235___7316-494___HandE_(S-14-1113),C3418293___7316-7925___H_and_E_B2
47,C19557___7316-35___HandE,C116235___7316-494___HandE_(S-08-2219),C2501082___7316-6358___HandE
48,C216234___7316-916___HandE_C,C36285___7316-5317___HandE_A1,C140097___7316-880___HandE_2
49,C216234___7316-916___HandE_B,C36285___7316-5317___HandE_C1,C140097___7316-880___HandE_1
50,C230871___7316-891___HandE,C36285___7316-158___HandE,C2855076___7316-7090___H_and_E_A1
51,C231240___7316-902___HandE_C,C116727___7316-870___HandE_A,C2855076___7316-7090___H_and_E_A
52,C23493___7316-6297___HandE_,C116727___7316-870___HandE_B3,C663093___7316-2572___HandE
53,C23493___7316-4741___HandE_A2,C116727___7316-870___HandE,C3543507___7316-6515___1_B_HE
