,train,val,test
0,C1026189___7316-3925___HandE_A1,C72939___7316-337___HandE_A,C1277724___7316-5152___HandE
1,C1026189___7316-7923___H_and_E_A1,C72939___7316-337___HandE_B,C1277724___7316-8131___H_and_E_A1
2,C1026189___7316-3925___HandE_B1,C916473___7316-3575___HandE_A2,C1277724___7316-8131___H_and_E_B1
3,C1026558___7316-3927___HandE_C2,C35670___7316-162___HandE,C2654217___7316-6655___HandE_B1
4,C1032585___7316-3945___HandE_A2,C520905___7316-2143___HandE,C2697882___7316-8747___H_and_E_D1
5,C1046730___7316-4225___HandE_A1,C3408945___7316-8110___H_and_E_C1,C2697882___7316-6670___HandE_FS_(DGD)
6,C1046730___7316-7920___H_and_E_A1,C121524___7316-495___HandE,C2697882___7316-6670___HandE_C1
7,C1046730___7316-6354___HandE,C907617___7316-3570___HandE_A2,C28413___7316-82___HandE
8,C1046730___7316-7920___H_and_E_B1,C907617___7316-3570___HandE_A4,C19188___7316-9___HandE_BLOCK_C2
9,C1100727___7316-7511___H_and_E_B2,C907617___7316-3570___HandE_A3,C19188___7316-9___HandE_BLOCK_D1
10,C1100727___7316-7511___H_and_E_B1,C2403543___7316-4538___H_and_E,C216234___7316-916___HandE_C
11,C112176___7316-488___HandE,C3420507___7316-7940___H_and_E_B1,C216234___7316-916___HandE_B
12,C112422___7316-449___HandE_(1),C3420507___7316-7940___H_and_E_A1,C734679___7316-2731___HandE_B1
13,C112422___7316-449___HandE_(3),C771456___7316-1634___HandE,C19557___7316-35___HandE
14,C112422___7316-449___HandE_(2),C2581647___7316-4544___H_and_E,C1031970___7316-4208___HandE
15,C1206138___7316-1917___HandE_B1,C2581647___7316-5877___H_and_E,C2501082___7316-6358___HandE
16,C127182___7316-869___HandE,C38991___7316-175___HandE,C3579669___7316-8744___H_and_E_D1
17,C127182___7316-869___HandE_2,C2617194___7316-6295___HandE_C2,C3579669___7316-8744___H_and_E_C1
18,C136284___7316-470___HandE,C155103___7316-875___HandE_A,C2864670___7316-7097___H_and_E_B1
19,C136530___7316-7103___H_and_E_A1,C57810___7316-201___HandE,C2864670___7316-7097___H_and_E_A1
20,C136530___7316-7103___FS_H_and_E,C90159___7316-898___HandE_A1,C2421501___7316-5258___HandE
21,C136530___7316-874___HandE_B,C90159___7316-898___HandE_A2,C39483___7316-183___HandE_(B)
22,C136530___7316-874___HandE_A,C33825___7316-167___HandE_(C7),C39483___7316-183___HandE_(A2)
23,C140097___7316-880___HandE_2,C33825___7316-167___HandE_(C5),C39483___7316-183___HandE_(A1)
24,C140097___7316-880___HandE_1,C3775731___7316-6526___1_C_HE,C75276___7316-462___HandE
25,C140466___7316-882___HandE,C3775731___7316-6526___1_D_HE,C2668362___7316-6649___HandE_A1
26,C146124___7316-884___HandE_(B),C3775731___7316-6526___1_A_HE,C2668362___7316-6649___HandE_FS_(DGD)
27,C154980___7316-960___HandE,C3775731___7316-6526___1_B_HE,C111930___7316-476___HandE_(A)
28,C16851___7316-48___HandE,C720165___7316-2723___HandE_C2,C111930___7316-476___HandE_(B)
29,C177366___7316-154___HandE,C883632___7316-3555___HandE_B1,C3557160___7316-8728___H_and_E_B1
30,C18327___7316-1845___HandE_BLOCK_2,C52029___7316-303___HandE_A5,C806019___7316-2589___HandE_
31,C18327___7316-36___HandE,C52029___7316-303___HandE_A4,C801960___7316-3050___HandE
32,C18327___7316-1845___HandE_BLOCK_1,C52029___7316-303___HandE_B3,C324351___7316-1745___HandE_A1
33,C187083___7316-957___HandE,C52029___7316-303___HandE_A3,C324351___7316-1745___HandE_B
34,C19680___7316-397___HandE,C52029___7316-303___HandE_B2,C111684___7316-491___HandE_(B)
35,C19680___7316-106___HandE,C52029___7316-303___HandE_A1,C111684___7316-491___HandE_(A)
36,C230871___7316-891___HandE,C52029___7316-303___HandE_A6,C972192___7316-3751___HandE_B2
37,C231240___7316-902___HandE_C,C52029___7316-303___HandE_A2,C972192___7316-3751___HandE_B1
38,C2321994___7316-5273___HandE,C68388___7316-222___HandE,C809340___7316-2929___HandE
39,C2334663___7316-5278___HandE,C68388___7316-222___HandE_(D),C3686556___7316-8869___H_and_E_B2
40,C23493___7316-6297___HandE_,C51291___7316-227___HandE_A,C98154___7316-460___HandE
41,C23493___7316-4741___HandE_A2,C51291___7316-227___HandE_D,C98031___7316-459___HandE
42,C23493___7316-50___HandE,C51291___7316-227___HandE_B,C2819898___7316-7071___H_and_E_B1
43,C2354097___7316-5307___HandE_D1,C2647698___7316-8723___H_and_E_B1,C2819898___7316-7071___H_and_E_A1
44,C23616___7316-43___HandE,C2647698___7316-6651___HandE_A1,C2819898___7316-7071___H_and_E_FSA
45,C2402313___7316-5330___HandE,C2647698___7316-6651___HandE_FS_(DGD),C2439951___7316-5261___HandE
46,C2409078___7316-5334___HandE,C624471___7316-5145___HandE,C475887___7316-2145___HandE
47,C242679___7316-886___HandE_A,C624471___7316-928___HandE,C86100___7316-393___HandE
48,C242679___7316-886___HandE_B1,C801468___7316-2151___HandE,C1039104___7316-4219___HandE_A1
49,C2479803___7316-5451___HandE,C30258___7316-114___HandE,C1039104___7316-4219___HandE_B1
50,C2479803___7316-6667___HandE_B1,C2462583___7316-5267___HandE_A2,C1039104___7316-4219___HandE_C1
51,C2479803___7316-5453___HandE,C641691___7316-2189___HandE_D,C17097___7316-33___HandE
