,train,val,test
0,C1026189,C3384960,C2760858
1,C1031970,C3528132,C77490
2,C1032462,C2864670,C75768
3,C1039104,C33825,C3684711
4,C1046730,C440832,C520905
5,C1100727,C372321,C3503655
6,C111684,C3777576,C27675
7,C112176,C37269,C86100
8,C114759,C3702423,C2795544
9,C121524,C62730,C2568486
10,C123861,C2837733,C1026558
11,C127182,C311559,C177366
12,C1277724,C3649656,C68388
13,C136284,C38991,C663093
14,C136530,C70602,C58179
15,C140097,C475887,C801960
16,C140466,C44526,C3790614
17,C154980,C98031,C705651
18,C155103,C457929,C85977
19,C16851,C88683,C744888
20,C17097,C53874,C2654217
21,C18327,C736401,C29151
22,C187083,C4158261,C654483
23,C19188,C74292,C3616446
24,C19557,C37638,C3512634
25,C19680,C115005,C112422
26,C216234,C1095069,C28659
27,C230871,C74661,C25953
28,C231240,C56826,C3579669
29,C2334663,C54981,C841443
30,C23493,C36285,C808233
31,C2354097,C28290,C953250
32,C23616,C1032339,C44895
33,C2403543,C3665154,C2402313
34,C2409078,C55473,C2734290
35,C2421501,C396552,C46371
36,C2421747,C44403,C3418293
37,C242679,C19803,C146124
38,C2439951,C3905865,C39483
39,C245631,C3198492,C2688165
40,C2479803,C245754,C1026435
41,C2501082,C54489,C883263
42,C2544993,C2720145,C1206138
43,C2581647,C837507,C136161
44,C2617194,C42558,C806019
45,C262605,C140343,C409959
46,C2647698,C2654586,C720165
47,C2653971,C20418,C111930
48,C2668362,C186714,C1032585
49,C2678694,C831726,C2321994
50,C2697882,C67773,C3407346
51,C270477,C2720022,C2451759
52,C270969,C50553,C30258
53,C2735028,,C54612
54,C2760612,,C94956
55,C27798,,C42066
56,C2819775,,C1064073
57,C2819898,,C15498
58,C2836872,,C34809
59,C2839701,,C1036890
60,C28413,,C2832690
61,C2855076,,C53013
62,C2879184,,C2653848
63,C29397,,C377856
64,C311190,,C54735
65,C311313,,C116727
66,C3153843,,C334437
67,C3156795,,C3651747
68,C3185577,,C56088
69,C3199968,,C914505
70,C324351,,C217095
71,C324597,,C48216
72,C3291111,,C2536506
73,C3293202,,C2381034
74,C3301689,,C623979
75,C3365895,,C49323
76,C3396522,,C27552
77,C3396645,,C25830
78,C3401442,,C760017
79,C3406485,,C17589
80,C3408945,,C17466
81,C3409191,,C3169587
82,C3409314,,C2402436
83,C3418785,,C291633
84,C3420507,,C849807
85,C34317,,C2579925
86,C3512388,,C2734413
87,C3543507,,C2450283
88,C3557160,,C18573
