,train,val,test
0,C42558,C3291111,C77613
1,C849807,C3401442,C642060
2,C45510,C37638,C2321994
3,C2734413,C127182,C3732558
4,C53382,C2479803,C311190
5,C2402436,C2760858,C46371
6,C140343,C83640,C40344
7,C3289389,C37515,C85977
8,C26445,C75768,C2735028
9,C2450283,C2836872,C146124
10,C78597,C713892,C440832
11,C3724071,C84378,C140097
12,C857433,C28413,C2421501
13,C30381,C1026189,C410697
14,C2397516,C230871,C4158261
15,C2654586,C4158138,C270477
16,C609711,C140466,C231240
17,C38007,C216234,C72693
18,C3171186,C584865,C409959
19,C62607,C3365895,C457929
20,C2734782,C2864670,C59532
21,C45264,C77367,C860508
22,C23862,C38868,C35670
23,C311067,C679329,C2839701
24,C36408,C2421747,C3579669
25,C291510,C29151,C19557
26,C2720022,C2688165,C114759
27,C67773,C2795544,C136530
28,C186714,C1046730,C2354097
29,C25584,C90528,C58794
30,C3622350,C77490,C262605
31,C99753,C663585,C3418785
32,C3684096,C3543507,C324351
33,C2579556,C809340,C2409078
34,C2653725,C3409314,C705651
35,C3790491,C818688,C111930
36,C54612,C16851,C3409191
37,C377610,C720165,C44895
38,C3385329,C3418293,C3156795
39,C3602547,C53874,C245631
40,C2857659,C883632,C36900
41,C54981,C58056,C72939
42,C96432,C37269,C154980
43,C714384,C2653971,C36654
44,C2751264,C2439951,C3775977
45,C182409,C83271,C787938
46,C115005,C123861,C1026558
47,C805773,C623856,C311313
48,C952758,C75276,C520905
49,C74661,C121524,C1026435
50,C15990,C337143,C949683
51,C401964,C3407346,C801960
52,C1032585,C2462583,C177366
53,C475887,C377856,C1277724
54,C136284,C975144,C3790614
55,C2334663,C2653848,C39483
56,C90159,C54735,C2734290
57,C1031970,C30258,C2819898
58,C2855076,C2358771,C3775731
59,C3684711,C334437,C98031
60,C3528132,C291756,C3557160
61,C2678694,C1032339,C907617
62,C720042,C3543384,C2647698
63,C29397,C68019,C3777576
64,C744888,C116235,C111684
65,C112422,C55104,C393477
66,C3185577,C1064073,C953127
67,C664938,C39729,C3420507
68,C41574,C3169587,C2760612
69,C654483,C798270,C3396522
70,C868872,C76875,C2568486
71,C57810,C25092,C387327
72,C2697882,C2786688,C735540
73,C2837733,C55473,C916473
74,C3702423,C55965,C58179
75,C19680,C27552,C801468
76,C3686556,C623979,C1002204
77,C3616446,C50184,C3615708
78,C62730,C55350,C340710
79,C2501082,C56088,C3726531
80,C242679,C230994,C41943
81,C2617194,C3777699,C410082
82,C736401,C91881,C25461
83,C3396645,C96063,C42066
84,C916719,C18573,C952635
85,C2668362,C654237,C36285
86,C3408945,C28167,C1046853
87,C979080,C91758,C54858
88,C806019,C35793,C56826
89,C974898,C584373,C524349
90,C3512388,C16728,C94956
91,C3649656,C47724,C116727
92,C2403543,C3530100,C57441
93,C73062,C46494,C457683
94,C372321,C457806,C18450
95,C34317,C2488290,C34809
96,C75522,C313035,C806142
97,C17097,C17712,C3904758
98,C3153843,C54120,C2451759
99,C270969,C3615216,C2580540
100,C74292,C216111,C2487921
101,C88683,C2859135,C2381034
102,C771456,C907371,C1026804
103,C3789999,C3777822,C3904635
104,C50061,C2556432,C49323
105,C734679,C16974,C972438
106,C717336,,C3665154
107,C3301689,,C57564
108,C33825,,C40098
109,C63099,,C17466
110,C841443,,C22263
111,C23616,,C2774019
112,C70602,,C58548
113,C823731,,C245754
114,C68265,,C146247
115,C3775608,,C270723
116,C701838,,C29028
117,C99630,,C3408822
118,C698517,,C760017
119,C49077,,C28905
120,C308730,,C3860232
121,C25830,,C1060629
122,C217095,,C3905865
123,C3767367,,C914505
124,C48216,,C125829
125,C2897019,,C43665
126,C3418416,,C2760735
127,C44403,,C596919
128,C50799,,C30012
129,C72570,,C705774
130,C2536506,,C2579925
131,C3198492,,C654606
132,,,C29766
133,,,C3512757
134,,,C837507
135,,,C2314122
136,,,C20418
137,,,C2720145
138,,,C85731
139,,,C1223727
140,,,C2719899
141,,,C324474
142,,,C3422475
143,,,C21771
144,,,C253872
145,,,C293109
146,,,C2578326
147,,,C2734536
148,,,C50553
149,,,C458298
150,,,C3817551
151,,,C412542
152,,,C831726
153,,,C975759
154,,,C80565
155,,,C975636
156,,,C22017
157,,,C3171063
158,,,C1191993
