Task,Modality,Feature_Encoder,Aggregation,Fusion,Fold,BA,MCC,AUC,F1-Score
LGG_vs_HGG,HE,conch_v1,small_clam_sb,Single_Stain,fold_0,0.7935294117647058,0.6283319303883266,0.86,0.8611281207492135
LGG_vs_HGG,HE,conch_v1,small_clam_sb,Single_Stain,fold_1,0.8129411764705883,0.6387885015493385,0.8552941176470588,0.8643013555086853
LGG_vs_HGG,HE,conch_v1,small_clam_sb,Single_Stain,fold_2,0.8329411764705883,0.7126971394785427,0.8823529411764706,0.8919885383604994
LGG_vs_HGG,HE,conch_v1,small_clam_sb,Single_Stain,fold_3,0.8817647058823529,0.7635294117647059,0.908235294117647,0.9104477611940298
LGG_vs_HGG,HE,conch_v1,small_clam_sb,Single_Stain,fold_4,0.7547058823529411,0.6220725039787551,0.7694117647058825,0.8526526247268331
LGG_vs_HGG,HE,conch_v1,small_clam_sb,Single_Stain,fold_5,0.7841176470588236,0.6674939163335093,0.8694117647058824,0.8711831677193548
LGG_vs_HGG,HE,conch_v1,small_clam_sb,Single_Stain,fold_6,0.9311764705882353,0.8801352850294458,0.9541176470588235,0.954767118502895
LGG_vs_HGG,HE,conch_v1,small_clam_sb,Single_Stain,fold_7,0.8817647058823529,0.7635294117647059,0.9623529411764706,0.9104477611940298
LGG_vs_HGG,HE,conch_v1,small_clam_sb,Single_Stain,fold_8,0.8423529411764705,0.6847058823529412,0.9247058823529412,0.8805970149253731
LGG_vs_HGG,HE,conch_v1,small_clam_sb,Single_Stain,fold_9,0.9205882352941177,0.7890563436983633,0.9823529411764705,0.9132953652788688
LGG_vs_HGG,HE,conch_v1,small_clam_sb,Single_Stain,fold_10,0.871764705882353,0.7299167382045831,0.8870588235294117,0.8964872606663652
LGG_vs_HGG,HE,conch_v1,small_clam_sb,Single_Stain,fold_11,0.8135294117647058,0.7116161215545416,0.9223529411764706,0.8890032595642476
LGG_vs_HGG,HE,conch_v1,small_clam_sb,Single_Stain,fold_12,0.8035294117647058,0.667992648147331,0.8411764705882353,0.8749330271718331
