,train,val,test
0,C1026435___7316-7102___H_and_E_B1,C111684___7316-491___HandE_(B),C84378___7316-2992___HandE
1,C1026435___7316-7102___FS_H_and_E,C111684___7316-491___HandE_(A),C72693___7316-346___HandE
2,C1026435___7316-6775___H_and_E_A1,C19680___7316-397___HandE,C75522___7316-362___HandE_(A1)
3,C1026558___7316-3927___HandE_C2,C98154___7316-460___HandE,C75522___7316-362___HandE_(A2)
4,C1031970___7316-4208___HandE,C3156795___7316-8831___H_and_E_B2,C3775977___7316-6529___2_B_HE
5,C1039104___7316-4219___HandE_A1,C3156795___7316-8831___H_and_E_A1,C3775977___7316-6529___2_A_HE
6,C1039104___7316-4219___HandE_B1,C3156795___7316-7494___H_and_E_DGD,C3775977___7316-6529___2_B_HE
7,C1039104___7316-4219___HandE_C1,C3156795___7316-7494___H_and_E_B1,C3775977___7316-6529___2_A_HE
8,C1100727___7316-7511___H_and_E_B2,C2734290___7316-6764___HandE_,C88683___7316-896___HandE_
9,C1100727___7316-7511___H_and_E_B1,C2734290___7316-6764___HandE_FS_DGD,C88683___7316-391___HandE_B
10,C111930___7316-476___HandE_(A),C734679___7316-2731___HandE_B1,C88683___7316-391___HandE_C
11,C111930___7316-476___HandE_(B),C2688165___7316-6663___HandE_A4,C642060___7316-2190___HandE_2
12,C112422___7316-449___HandE_(1),C2354097___7316-5307___HandE_D1,C36900___7316-148___HandE
13,C112422___7316-449___HandE_(3),C3777576___7316-6532___1_E_HE,C140097___7316-880___HandE_2
14,C112422___7316-449___HandE_(2),C3777576___7316-6532___1_D_HE,C140097___7316-880___HandE_1
15,C114759___7316-487___HandE_(S14-765),C3777576___7316-6532___1_C_HE,C140097___7316-880___HandE_2
16,C114759___7316-487___HandE_(S14-904),C3777576___7316-6532___1_B_HE,C140097___7316-880___HandE_1
17,C114759___7316-487___HandE_(S14-765),C2697882___7316-8747___H_and_E_D1,C719919___7316-2722___HandE_A2
18,C114759___7316-487___HandE_(S14-904),C2697882___7316-6670___HandE_FS_(DGD),C3860109___7316-9252___H_and_E_B1
19,C1206138___7316-1917___HandE_B1,C2697882___7316-6670___HandE_C1,C3408945___7316-8110___H_and_E_C1
20,C127182___7316-869___HandE,C771456___7316-1634___HandE,C3512634___7316-7958___H_and_E_B1
21,C127182___7316-869___HandE_2,C949683___7316-3564___HandE_B1,C2568486___7316-5476___HandE
22,C1277724___7316-8131___H_and_E_A1,C25953___7316-97___HandE_A2,C831849___7316-2664___HandE_A2
23,C1277724___7316-8131___H_and_E_B1,C25953___7316-97___HandE_A1,C831849___7316-2664___HandE_A3
24,C136161___7316-485___HandE,C231240___7316-902___HandE_C,C3616446___7316-8834___H_and_E_B1
25,C136284___7316-470___HandE,C23493___7316-50___HandE,C3616446___7316-8834___H_and_E_B2
26,C136530___7316-7103___H_and_E_A1,C1032585___7316-3945___HandE_A2,C3616446___7316-8834___H_and_E_B
27,C136530___7316-7103___FS_H_and_E,C3622227___7316-8836___H_and_E_A1,C3616446___7316-8834___H_and_E_A_FS
28,C146124___7316-884___HandE_(B),C3543507___7316-6515___1_B_HE,C2879184___7316-7098___H_and_E_FSA
29,C154980___7316-960___HandE,C3543507___7316-6515___1_I_HE,C2879184___7316-7098___H_and_E_B1
30,C155103___7316-875___HandE_A,C3543507___7316-6515___1_D_HE,C112176___7316-488___HandE
31,C16851___7316-48___HandE,C3543507___7316-6515___1_E_HE,C692736___7316-2584___HandE_C2
32,C17097___7316-33___HandE,C3543507___7316-6515___1_A_HE,C3396522___7316-8103___H_and_E_C1
33,C177366___7316-154___HandE,C3543507___7316-6515___1_H_HE,C3396522___7316-8103___H_and_E_C2
34,C18327___7316-36___HandE,C3543507___7316-6515___1_F_HE,C410328___7316-1097___HandE_A2
35,C18327___7316-1845___HandE_BLOCK_2,C3543507___7316-6515___1_G_HE,C3409314___7316-8115___H_and_E_B1
36,C18327___7316-1845___HandE_BLOCK_1,C3543507___7316-6515___1_C_HE,C3409314___7316-8115___H_and_E_A1
37,C18327___7316-1845___HandE_BLOCK_2,C33825___7316-167___HandE_(C7),C3418293___7316-7925___H_and_E_B1
38,C18327___7316-1845___HandE_BLOCK_1,C33825___7316-167___HandE_(C5),C3418293___7316-7925___H_and_E_B2
39,C19188___7316-9___HandE_BLOCK_C2,C51045___7316-275___HandE_B,C37392___7316-177___HandE
40,C19188___7316-9___HandE_BLOCK_D1,C51045___7316-275___HandE_C,C37392___7316-3061___HandE_A2
41,C19557___7316-35___HandE,C51045___7316-275___HandE_B,C883632___7316-3555___HandE_B1
42,C216234___7316-916___HandE_C,C51045___7316-275___HandE_C,C98031___7316-459___HandE
43,C216234___7316-916___HandE_B,C3418785___7316-7932___H_and_E_C1,C230871___7316-891___HandE
