,train,val,test
0,C1026435___7316-7102___H_and_E_B1,C70602___7316-186___HandE,C25953___7316-97___HandE_A2
1,C1026435___7316-7102___FS_H_and_E,C58794___7316-136___HandE,C25953___7316-97___HandE_A1
2,C1026435___7316-6775___H_and_E_A1,C387327___7316-1756___HandE_A,C53874___7316-236___HandE_B
3,C1026558___7316-3927___HandE_C2,C387327___7316-1756___HandE_B,C53874___7316-236___HandE_C
4,C1031970___7316-4208___HandE,C53505___7316-2753___HandE_A2,C3732558___7316-9027___H_and_E_C1
5,C1032462___7316-3962___HandE_,C53505___7316-2753___HandE_A3,C51045___7316-275___HandE_B
6,C1032585___7316-3945___HandE_A2,C53505___7316-2988___HandE_C,C51045___7316-275___HandE_C
7,C1039104___7316-4219___HandE_A1,C3396645___7316-7928___H_and_E_A2,C51045___7316-275___HandE_B
8,C1039104___7316-4219___HandE_B1,C3408945___7316-8110___H_and_E_C1,C51045___7316-275___HandE_C
9,C1039104___7316-4219___HandE_C1,C27675___7316-247___HandE_B1,C3406485___7316-8118___H_and_E_B2
10,C1100727___7316-7511___H_and_E_B2,C27675___7316-247___HandE_B2,C2837733___7316-7079___H_and_E_B1
11,C1100727___7316-7511___H_and_E_B1,C3396522___7316-8103___H_and_E_C1,C2837733___7316-7079___H_and_E_A1
12,C111684___7316-491___HandE_(B),C3396522___7316-8103___H_and_E_C2,C372321___7316-1760___HandE_B1
13,C111684___7316-491___HandE_(A),C705651___7316-1643___HandE,C3156795___7316-8831___H_and_E_B2
14,C111930___7316-476___HandE_(A),C4158261___7316-9554___1_B_HE,C3156795___7316-8831___H_and_E_A1
15,C111930___7316-476___HandE_(B),C4158261___7316-9554___1_A_HE,C3156795___7316-7494___H_and_E_DGD
16,C112176___7316-488___HandE,C33825___7316-167___HandE_(C7),C3156795___7316-7494___H_and_E_B1
17,C112422___7316-449___HandE_(1),C33825___7316-167___HandE_(C5),C623856___7316-2184___HandE
18,C112422___7316-449___HandE_(3),C90528___7316-441___HandE_(2),C2501082___7316-6358___HandE
19,C112422___7316-449___HandE_(2),C90528___7316-441___HandE_(B1),C692736___7316-2584___HandE_C2
20,C1206138___7316-1917___HandE_B1,C3775977___7316-6529___2_B_HE,C654483___7316-1963___HandE
21,C121524___7316-495___HandE,C3775977___7316-6529___2_A_HE,C114759___7316-487___HandE_(S14-765)
22,C127182___7316-869___HandE,C3775977___7316-6529___2_B_HE,C114759___7316-487___HandE_(S14-904)
23,C127182___7316-869___HandE_2,C3775977___7316-6529___2_A_HE,C114759___7316-487___HandE_(S14-765)
24,C136161___7316-485___HandE,C974898___7316-7507___H_and_E_A2,C114759___7316-487___HandE_(S14-904)
25,C136284___7316-470___HandE,C974898___7316-7507___H_and_E_A4,C916473___7316-3575___HandE_A2
26,C136530___7316-7103___H_and_E_A1,C2409078___7316-5334___HandE,C949683___7316-3564___HandE_B1
27,C136530___7316-7103___FS_H_and_E,C3185577___7316-7528___H_and_E_D,C3579669___7316-8744___H_and_E_D1
28,C140097___7316-880___HandE_2,C3185577___7316-7528___H_and_E_A1,C3579669___7316-8744___H_and_E_C1
29,C140097___7316-880___HandE_1,C3185577___7316-9016___H_and_E_B2,C713892___7316-2591___HandE_A
30,C140097___7316-880___HandE_2,C3185577___7316-9016___H_and_E_B1,C713892___7316-2591___HandE_B
31,C140097___7316-880___HandE_1,C154980___7316-960___HandE,C771456___7316-1634___HandE
32,C155103___7316-875___HandE_A,C28659___7316-84___HandE,C2653971___7316-6652___HandE_C1
33,C16851___7316-48___HandE,C72693___7316-346___HandE,C2653971___7316-6652___HandE_FS_(DGD)
34,C17097___7316-33___HandE,C3409314___7316-8115___H_and_E_B1,C2653971___7316-6652___HandE_B1
35,C177366___7316-154___HandE,C3409314___7316-8115___H_and_E_A1,C679329___7316-2583___HandE_B3
36,C18327___7316-36___HandE,C3401442___7316-7114___H_and_E_,C3291111___7316-7520___H_and_E_A1
37,C18327___7316-1845___HandE_BLOCK_2,C57810___7316-201___HandE,C324351___7316-1745___HandE_A1
38,C18327___7316-1845___HandE_BLOCK_1,C3418293___7316-7925___H_and_E_B1,C324351___7316-1745___HandE_B
39,C18327___7316-1845___HandE_BLOCK_2,C3418293___7316-7925___H_and_E_B2,C58179___7316-206___HandE
40,C18327___7316-1845___HandE_BLOCK_1,C3860109___7316-9252___H_and_E_B1,C1046730___7316-4225___HandE_A1
41,C187083___7316-957___HandE,C55104___7316-239___HandE_(B4),C3789999___7316-9046___H_and_E_A1
42,C19188___7316-9___HandE_BLOCK_C2,C55104___7316-239___HandE(B1),C88683___7316-896___HandE_
43,C19188___7316-9___HandE_BLOCK_D1,C2358771___7316-5311___HandE,C88683___7316-391___HandE_B
44,C19557___7316-35___HandE,C2358771___7316-5311___HandE_A2,C88683___7316-391___HandE_C
45,C19680___7316-397___HandE,C18450___7316-49___HandE_FS,C2617194___7316-6295___HandE_C2
46,C216234___7316-916___HandE_C,C18450___7316-49___HandE,C2760858___7316-6778___H_and_E_A1
47,C216234___7316-916___HandE_B,C88806___7316-1769___HandE,C37638___7316-168___HandE
48,C230871___7316-891___HandE,C88806___7316-392___HandE_B,C584865___7316-2174___HandE
49,C231240___7316-902___HandE_C,C88806___7316-392___HandE_A,C3622227___7316-8836___H_and_E_A1
50,C23493___7316-50___HandE,C3560973___7316-8734___H_and_E_C4,C270969___7316-917___HandE_A
51,C2354097___7316-5307___HandE_D1,C3560973___7316-8734___H_and_E_C1,C270969___7316-917___HandE_B1
52,C23616___7316-43___HandE,C3622350___7316-8839___H_and_E_B2,C3777576___7316-6532___1_E_HE
53,C2402313___7316-5330___HandE,C3622350___7316-8839___H_and_E_C1,C3777576___7316-6532___1_D_HE
54,C2403543___7316-4538___H_and_E,C3622350___7316-8839___H_and_E_D1,C3777576___7316-6532___1_C_HE
55,C2421501___7316-5258___HandE,C3622350___7316-8839___H_and_E_A1,C3777576___7316-6532___1_B_HE
56,C2421747___7316-5336___HandE_B1,C410082___7316-1656___HandE,C85977___7316-385___HandE
57,C242679___7316-886___HandE_A,C2462583___7316-5267___HandE_A2,C34317___7316-132___HandE
58,C242679___7316-886___HandE_B1,C99630___7316-467___HandE,C74292___7316-344___HandE
59,C2439951___7316-5261___HandE,C19803___7316-14___HandE,C2688165___7316-6663___HandE_A4
60,C245631___7316-924___HandE_B,C83517___7316-379___HandE,C883632___7316-3555___HandE_B1
61,C245631___7316-924___HandE_C,C798270___7316-2934___HandE,C38868___7316-7092___H_and_E_FSA
62,C2479803___7316-5453___HandE,C3198492___7316-7495___H_and_E_A1,C38868___7316-7092___H_and_E_A1
63,C2544993___7316-5461___HandE,C3198492___7316-7495___H_and_E_DGD_,C38868___7316-173___HandE_(B3)
64,C2568486___7316-5476___HandE,C3651747___7316-6517___1_B_HE,C38868___7316-173___HandE_(B2)
65,C2581647___7316-4544___H_and_E,C760017___7316-2728___HandE,C38868___7316-2154___HandE_C1
66,C262605___7316-925___HandE_,C121647___7316-496___HandE,C38868___7316-2154___HandE_A1
67,C2647698___7316-8723___H_and_E_B1,C121647___7316-6666___HandE_A2,C38868___7316-2154___HandE_C2
68,C2647698___7316-6651___HandE_A1,C121647___7316-3319___HandE_C2,C38868___7316-2154___HandE_B
69,C2647698___7316-6651___HandE_FS_(DGD),C91881___7316-443___HandE_(B1),C38868___7316-484___HandE
70,C2654217___7316-6655___HandE_B1,C91881___7316-443___HandE_(B2),C663585___7316-2581___HandE_A1
71,C2668362___7316-6649___HandE_A1,C91881___7316-443___HandE_(B1),C953250___7316-3761___HandE_A1
72,C2668362___7316-6649___HandE_FS_(DGD),C91881___7316-443___HandE_(B2),C953250___7316-3761___HandE_A2
73,C2678694___7316-7524___H_and_E_,C20172___7316-365___HandE_(A),C953250___7316-3761___HandE_A1
74,C2697882___7316-8747___H_and_E_D1,C20172___7316-15___HandE,C953250___7316-3761___HandE_A2
75,C2697882___7316-6670___HandE_FS_(DGD),C20172___7316-451___HandE_(B),C77490___7316-375___HandE_(A)
76,C2697882___7316-6670___HandE_C1,C20172___7316-451___HandE_(A),C77490___7316-375___HandE_(B)
77,C270477___7316-932___HandE_FSC,C53382___7316-1886___HandE,C719919___7316-2722___HandE_A2
