,train,val,test
0,C1026435___7316-7102___H_and_E_B1,C28413___7316-82___HandE,C2409078___7316-5334___HandE
1,C1026435___7316-7102___FS_H_and_E,C907617___7316-3570___HandE_A2,C3649656___7316-6516___1_D_HE
2,C1026435___7316-6775___H_and_E_A1,C907617___7316-3570___HandE_A4,C3649656___7316-6516___1_C_HE
3,C1032462___7316-3962___HandE_,C907617___7316-3570___HandE_A3,C3649656___7316-6516___1_A_HE
4,C1032585___7316-3945___HandE_A2,C3557160___7316-8728___H_and_E_B1,C96186___7316-472___HandE
5,C1046730___7316-4225___HandE_A1,C231240___7316-902___HandE_C,C831849___7316-2664___HandE_A2
6,C1100727___7316-7511___H_and_E_B2,C1026558___7316-3927___HandE_C2,C831849___7316-2664___HandE_A3
7,C1100727___7316-7511___H_and_E_B1,C230871___7316-891___HandE,C743289___7316-2566___4992-he-001
8,C112422___7316-449___HandE_(1),C692736___7316-2584___HandE_C2,C743289___7316-2566___4992-he-002
9,C112422___7316-449___HandE_(3),C16851___7316-48___HandE,C743289___7316-2566___4492-2A_H&E_Lvl_1
10,C112422___7316-449___HandE_(2),C3684711___7316-8877___H_and_E_,C743289___7316-2566___4992-he-003
11,C114759___7316-487___HandE_(S14-765),C974898___7316-7507___H_and_E_A2,C743289___7316-2566___4992-he-005
12,C114759___7316-487___HandE_(S14-904),C974898___7316-7507___H_and_E_A4,C743289___7316-2566___4992-he-004
13,C114759___7316-487___HandE_(S14-765),C719919___7316-2722___HandE_A2,C743289___7316-2566___4492-2B_HE
14,C114759___7316-487___HandE_(S14-904),C17097___7316-33___HandE,C743289___7316-2566___4992-he
15,C1206138___7316-1917___HandE_B1,C23493___7316-50___HandE,C743289___7316-2566___4992-he-001
16,C127182___7316-869___HandE,C2617194___7316-6295___HandE_C2,C743289___7316-2566___4992-he-002
17,C127182___7316-869___HandE_2,C979080___7316-3629___HandE,C743289___7316-2566___4492-2A_H&E_Lvl_1
18,C1277724___7316-8131___H_and_E_A1,C654483___7316-1963___HandE,C743289___7316-2566___4992-he-003
19,C1277724___7316-8131___H_and_E_B1,C83640___7316-6780___H_and_E_FS,C743289___7316-2566___4992-he-005
20,C136161___7316-485___HandE,C83640___7316-6780___H_and_E_A1,C743289___7316-2566___4992-he-004
21,C136284___7316-470___HandE,C111930___7316-476___HandE_(A),C743289___7316-2566___4492-2B_HE
22,C140097___7316-880___HandE_2,C111930___7316-476___HandE_(B),C743289___7316-2566___4992-he
23,C140097___7316-880___HandE_1,C868872___7316-3308___HandE_B1,C743289___7316-2566___4992-he-001
24,C140097___7316-880___HandE_2,C121524___7316-495___HandE,C743289___7316-2566___4992-he-002
25,C140097___7316-880___HandE_1,C3418785___7316-7932___H_and_E_C1,C743289___7316-2566___4492-2A_H&E_Lvl_1
26,C146124___7316-884___HandE_(B),C3418785___7316-7932___H_and_E_B1,C743289___7316-2566___4992-he-003
27,C154980___7316-960___HandE,C245631___7316-924___HandE_B,C743289___7316-2566___4992-he-005
28,C155103___7316-875___HandE_A,C245631___7316-924___HandE_C,C743289___7316-2566___4992-he-004
29,C177366___7316-154___HandE,C86100___7316-393___HandE,C743289___7316-2566___4492-2B_HE
30,C18327___7316-36___HandE,C3301689___7316-7529___H_and_E_A1,C743289___7316-2566___4992-he
31,C18327___7316-1845___HandE_BLOCK_2,C3301689___7316-7529___H_and_E_B1,C3775731___7316-6526___1_C_HE
32,C18327___7316-1845___HandE_BLOCK_1,C4157277___7316-9556___1_A_HE,C3775731___7316-6526___1_D_HE
33,C18327___7316-1845___HandE_BLOCK_2,C2358771___7316-5311___HandE,C3775731___7316-6526___1_A_HE
34,C18327___7316-1845___HandE_BLOCK_1,C2358771___7316-5311___HandE_A2,C3775731___7316-6526___1_B_HE
35,C187083___7316-957___HandE,C54735___7316-288___HandE_C,C679329___7316-2583___HandE_B3
36,C19188___7316-9___HandE_BLOCK_C2,C54735___7316-288___HandE_B,C475887___7316-2145___HandE
37,C19188___7316-9___HandE_BLOCK_D1,C54735___7316-288___HandE_A,C829266___7316-3065___HandE_C1
38,C19557___7316-35___HandE,C2857659___7316-7091___H_and_E_B1,C829266___7316-3065___HandE_C2
39,C19680___7316-397___HandE,C2857659___7316-7091___H_and_E_B2,C829266___7316-3065___HandE_A1
40,C216234___7316-916___HandE_C,C2857659___7316-7091___H_and_E_FSA,C311313___7316-943___HandE_C
41,C216234___7316-916___HandE_B,C2857659___7316-7091___H_and_E_A1,C1031970___7316-4208___HandE
42,C23616___7316-43___HandE,C805773___7316-3027___HandE,C717336___7316-2669___HandE_
43,C2402313___7316-5330___HandE,C457683___7316-1946___HandE_A2,C58179___7316-206___HandE
44,C2403543___7316-4538___H_and_E,C42066___7316-255___HandE_(B2),C2479803___7316-5453___HandE
45,C2421747___7316-5336___HandE_B1,C42066___7316-255___HandE_(B1),C38868___7316-7092___H_and_E_FSA
46,C242679___7316-886___HandE_A,C1095069___7316-5321___HandE_C1,C38868___7316-7092___H_and_E_A1
47,C242679___7316-886___HandE_B1,C41328___7316-182___HandE,C38868___7316-173___HandE_(B3)
48,C2439951___7316-5261___HandE,C760017___7316-2728___HandE,C38868___7316-173___HandE_(B2)
49,C2501082___7316-6358___HandE,C17589___7316-5___HandE,C38868___7316-2154___HandE_C1
50,C2544993___7316-5461___HandE,C99630___7316-467___HandE,C38868___7316-2154___HandE_A1
51,C2581647___7316-4544___H_and_E,C50184___7316-2432___HandE,C38868___7316-2154___HandE_C2
52,C25953___7316-97___HandE_A2,C3651747___7316-6517___1_B_HE,C38868___7316-2154___HandE_B
53,C25953___7316-97___HandE_A1,C44403___7316-310___HandE,C38868___7316-484___HandE
54,C262605___7316-925___HandE_,C849807___7316-2666___HandE_B6,C2855076___7316-7090___H_and_E_A1
55,C2647698___7316-8723___H_and_E_B1,C3422475___7316-7943___H_and_E_B1,C2855076___7316-7090___H_and_E_A
56,C2647698___7316-6651___HandE_A1,C3406608___7316-8119___H_and_E_B1,C27798___7316-77___HandE
57,C2647698___7316-6651___HandE_FS_(DGD),C291633___7316-1078___HandE_B1,C37515___7316-8107___H_and_E_B1
58,C2653971___7316-6652___HandE_C1,C291633___7316-1078___HandE_A1,C112176___7316-488___HandE
59,C2653971___7316-6652___HandE_FS_(DGD),C291633___7316-1078___HandE_A2,C136530___7316-7103___H_and_E_A1
60,C2653971___7316-6652___HandE_B1,C291633___7316-1078___HandE_B1,C136530___7316-7103___FS_H_and_E
