,train,val,test
0,C1026435___7316-7102___H_and_E_B1,C692736___7316-2584___HandE_C2,C311559___7316-938___HandE
1,C1026435___7316-7102___FS_H_and_E,C73062___7316-944___HandE,C34317___7316-132___HandE
2,C1026435___7316-6775___H_and_E_A1,C3557160___7316-8728___H_and_E_B1,C53505___7316-2753___HandE_A2
3,C1031970___7316-4208___HandE,C37392___7316-177___HandE,C53505___7316-2753___HandE_A3
4,C1032462___7316-3962___HandE_,C37392___7316-3061___HandE_A2,C53505___7316-2988___HandE_C
5,C1046730___7316-4225___HandE_A1,C717336___7316-2669___HandE_,C72693___7316-346___HandE
6,C1100727___7316-7511___H_and_E_B2,C231240___7316-902___HandE_C,C2839701___7316-7083___H_and_E_A1
7,C1100727___7316-7511___H_and_E_B1,C679329___7316-2583___HandE_B3,C1039104___7316-4219___HandE_A1
8,C112422___7316-449___HandE_(1),C3420507___7316-7940___H_and_E_B1,C1039104___7316-4219___HandE_B1
9,C112422___7316-449___HandE_(3),C3420507___7316-7940___H_and_E_A1,C1039104___7316-4219___HandE_C1
10,C112422___7316-449___HandE_(2),C979080___7316-3629___HandE,C324597___7316-1752___HandE
11,C114759___7316-487___HandE_(S14-765),C230871___7316-891___HandE,C3777453___7316-6531___1_C_HE
12,C114759___7316-487___HandE_(S14-904),C1032585___7316-3945___HandE_A2,C3777453___7316-6531___1_D_HE
13,C114759___7316-487___HandE_(S14-765),C86100___7316-393___HandE,C3777453___7316-6531___1_B_HE
14,C114759___7316-487___HandE_(S14-904),C623856___7316-2184___HandE,C3777453___7316-6531___1_C_HE
15,C121524___7316-495___HandE,C1206138___7316-1917___HandE_B1,C3777453___7316-6531___1_D_HE
16,C127182___7316-869___HandE,C440832___7316-934___HandE_A,C3777453___7316-6531___1_B_HE
17,C127182___7316-869___HandE_2,C63099___7316-300___HandE_B1,C3777453___7316-6531___1_C_HE
18,C1277724___7316-8131___H_and_E_A1,C63099___7316-300___HandE_A,C3777453___7316-6531___1_D_HE
19,C1277724___7316-8131___H_and_E_B1,C63099___7316-300___HandE_FSB,C3777453___7316-6531___1_B_HE
20,C136161___7316-485___HandE,C63099___7316-300___HandE_FSA,C3686925___7316-8865___H_and_E_B2
21,C136284___7316-470___HandE,C63099___7316-300___HandE_B2,C664938___7316-2249___666-he-003
22,C136530___7316-7103___H_and_E_A1,C63099___7316-300___HandE_B1,C664938___7316-2249___666-he-004
23,C136530___7316-7103___FS_H_and_E,C63099___7316-300___HandE_A,C664938___7316-2249___666-imp_he
24,C146124___7316-884___HandE_(B),C63099___7316-300___HandE_FSB,C664938___7316-2249___666-he-007
25,C154980___7316-960___HandE,C63099___7316-300___HandE_FSA,C664938___7316-2249___666-he-009
26,C16851___7316-48___HandE,C63099___7316-300___HandE_B2,C664938___7316-2249___666-he-006
27,C17097___7316-33___HandE,C63099___7316-300___HandE_B1,C664938___7316-2249___666-he-001
28,C177366___7316-154___HandE,C63099___7316-300___HandE_A,C664938___7316-2249___666-he-005
29,C18327___7316-36___HandE,C63099___7316-300___HandE_FSB,C664938___7316-2249___666-he-002
30,C18327___7316-1845___HandE_BLOCK_2,C63099___7316-300___HandE_FSA,C664938___7316-2249___666-imp_he-001
31,C18327___7316-1845___HandE_BLOCK_1,C63099___7316-300___HandE_B2,C664938___7316-2249___666-he
32,C18327___7316-1845___HandE_BLOCK_2,C457929___7316-1943___HandE_A2,C664938___7316-2249___666-he-003
33,C18327___7316-1845___HandE_BLOCK_1,C23616___7316-43___HandE,C664938___7316-2249___666-he-004
34,C187083___7316-957___HandE,C262605___7316-925___HandE_,C664938___7316-2249___666-imp_he
35,C19188___7316-9___HandE_BLOCK_C2,C907617___7316-3570___HandE_A2,C664938___7316-2249___666-he-007
36,C19188___7316-9___HandE_BLOCK_D1,C907617___7316-3570___HandE_A4,C664938___7316-2249___666-he-009
37,C19557___7316-35___HandE,C907617___7316-3570___HandE_A3,C664938___7316-2249___666-he-006
38,C19680___7316-397___HandE,C2760612___7316-6776___H_and_E_A1,C664938___7316-2249___666-he-001
39,C216234___7316-916___HandE_C,C2760612___7316-6776___H_and_E_B1,C664938___7316-2249___666-he-005
40,C216234___7316-916___HandE_B,C3406485___7316-8118___H_and_E_B2,C664938___7316-2249___666-he-002
41,C23493___7316-50___HandE,C111930___7316-476___HandE_(A),C664938___7316-2249___666-imp_he-001
42,C2354097___7316-5307___HandE_D1,C111930___7316-476___HandE_(B),C664938___7316-2249___666-he
43,C2402313___7316-5330___HandE,C2879184___7316-7098___H_and_E_FSA,C2668362___7316-6649___HandE_A1
44,C2403543___7316-4538___H_and_E,C2879184___7316-7098___H_and_E_B1,C2668362___7316-6649___HandE_FS_(DGD)
45,C2409078___7316-5334___HandE,C3684096___7316-8856___H_and_E_A2,C2654217___7316-6655___HandE_B1
46,C2421747___7316-5336___HandE_B1,C410082___7316-1656___HandE,C3512388___7316-7956___H_and_E_C1
47,C2439951___7316-5261___HandE,C1095069___7316-5321___HandE_C1,C387327___7316-1756___HandE_A
48,C245631___7316-924___HandE_B,C271092___7316-895___HandE,C387327___7316-1756___HandE_B
49,C245631___7316-924___HandE_C,C271092___7316-2146___HandE,C1026558___7316-3927___HandE_C2
50,C2479803___7316-5453___HandE,C15498___7316-1464___HandE_BLOCK_C,C3775977___7316-6529___2_B_HE
51,C2501082___7316-6358___HandE,C15498___7316-1464___HandE,C3775977___7316-6529___2_A_HE
52,C2544993___7316-5461___HandE,C15498___7316-1464___HandE_BLOCK_C,C3775977___7316-6529___2_B_HE
53,C2568486___7316-5476___HandE,C15498___7316-1464___HandE,C3775977___7316-6529___2_A_HE
54,C2581647___7316-4544___H_and_E,C53013___7316-958___HandE_B2,C41574___7316-184___HandE
55,C25953___7316-97___HandE_A2,C53013___7316-3022___HandE_A1,C2678694___7316-7524___H_and_E_
56,C25953___7316-97___HandE_A1,C801468___7316-2151___HandE,C829266___7316-3065___HandE_C1
57,C2617194___7316-6295___HandE_C2,C2462583___7316-5267___HandE_A2,C829266___7316-3065___HandE_C2
58,C2647698___7316-8723___H_and_E_B1,C58548___7316-135___HandE,C829266___7316-3065___HandE_A1
59,C2647698___7316-6651___HandE_A1,C3651501___7316-8850___H_and_E_A2,C2421501___7316-5258___HandE
60,C2647698___7316-6651___HandE_FS_(DGD),C146247___7316-883___HandE,C37269___7316-152___HandE
61,C2697882___7316-8747___H_and_E_D1,C741198___7316-296___HandE_(B1),C624471___7316-928___HandE
62,C2697882___7316-6670___HandE_FS_(DGD),C50184___7316-2432___HandE,C155103___7316-875___HandE_A
63,C2697882___7316-6670___HandE_C1,C2786688___7316-6785___H_and_E_A1,C2688165___7316-6663___HandE_A4
