,train,val,test
C1026435,True,False,False
C1032462,True,False,False
C1100727,True,False,False
C111684,False,False,False
C111930,True,False,False
C112176,False,False,False
C112422,False,False,False
C114759,False,False,False
C1206138,False,False,False
C121524,True,False,False
C127182,True,False,False
C1277724,True,False,False
C136161,True,False,False
C136284,False,False,False
C136530,False,False,False
C140466,True,False,False
C146124,False,False,False
C154980,True,False,False
C16851,False,False,False
C17097,True,False,False
C18327,True,False,False
C187083,False,False,False
C19188,True,False,False
C19680,False,False,False
C216234,False,False,False
C231240,True,False,False
C23493,True,False,False
C2354097,False,False,False
C2402313,False,False,False
C2409078,True,False,False
C2421501,True,False,False
C242679,False,False,False
C2439951,False,False,False
C245631,False,False,False
C2479803,False,False,False
C2501082,False,False,False
C2568486,False,False,False
C2581647,True,False,False
C25953,True,False,False
C2617194,True,False,False
C262605,False,False,False
C2647698,True,False,False
C2654217,False,False,False
C2668362,True,False,False
C2688165,False,False,False
C2697882,True,False,False
C2734290,False,False,False
C2735028,False,False,False
C2760612,False,False,False
C2760858,False,False,False
C27798,True,False,False
C2795544,False,False,False
C2819898,False,False,False
C2836872,True,False,False
C2837733,False,False,False
C2839701,True,False,False
C28413,True,False,False
C2864670,True,False,False
C29397,False,False,False
C311313,False,False,False
C311559,False,False,False
C3156795,False,False,False
C3199968,True,False,False
C324351,False,False,False
C324597,False,False,False
C3291111,True,False,False
C3301689,True,False,False
C3365895,True,False,False
C3384960,False,False,False
C3396522,True,False,False
C3396645,False,False,False
C3406485,True,False,False
C3408945,True,False,False
C3409191,False,False,False
C3418293,False,False,False
C3418785,False,False,False
C34317,True,False,False
C3503655,True,False,False
C3512634,False,False,False
C3528132,True,False,False
C3543507,True,False,False
C35670,False,False,False
C3579669,True,False,False
C3579915,False,False,False
C3616446,False,False,False
C3622227,False,False,False
C3649656,True,False,False
C3686556,False,False,False
C3686679,True,False,False
C3686925,False,False,False
C36900,True,False,False
C3732558,False,False,False
C37515,True,False,False
C37638,True,False,False
C3775731,True,False,False
C3775977,True,False,False
C3777453,True,False,False
C3777576,True,False,False
C3789999,True,False,False
C3790614,False,False,False
C3832065,True,False,False
C3860109,False,False,False
C387327,True,False,False
C38868,True,False,False
C38991,False,False,False
C393477,True,False,False
C39483,False,False,False
C401964,True,False,False
C40344,True,False,False
C409959,False,False,False
C41574,False,False,False
C4158138,False,False,False
C4158261,False,False,False
C440832,True,False,False
C44526,True,False,False
C457929,True,False,False
C46371,True,False,False
C475887,False,False,False
C51045,False,False,False
C51291,False,False,False
C52029,False,False,False
C53874,True,False,False
C57810,True,False,False
C58056,False,False,False
C58179,True,False,False
C584865,True,False,False
C58794,True,False,False
C59532,False,False,False
C623856,True,False,False
C624471,True,False,False
C62730,True,False,False
C63099,True,False,False
C654483,False,False,False
C664938,True,False,False
C679329,True,False,False
C68388,False,False,False
C692736,False,False,False
C70602,True,False,False
C71217,True,False,False
C717336,True,False,False
C719919,False,False,False
C720165,False,False,False
C72324,True,False,False
C72693,False,False,False
C72939,True,False,False
C736401,False,False,False
C743289,False,False,False
C744888,False,False,False
C75276,True,False,False
C771456,True,False,False
C77490,False,False,False
C77613,False,False,False
C801960,False,False,False
C806019,False,False,False
C808233,True,False,False
C809340,False,False,False
C818688,True,False,False
C841443,True,False,False
