,train,val,test
0,C30381,C2409078,C114759
1,C609711,C40344,C4158138
2,C139851,C72693,C3686925
3,C2719899,C98031,C916473
4,C857433,C808233,C2879184
5,C21771,C953127,C2678694
6,C2720145,C35670,C3301689
7,C29766,C2735028,C953250
8,C476010,C230871,C2734290
9,C3530100,C2697882,C75522
10,C43665,C3790614,C720165
11,C91758,C3503655,C86100
12,C686955,C216234,C16851
13,C35793,C68388,C111684
14,C16728,C53874,C3418293
15,C46494,C974898,C2439951
16,C18573,C187083,C57810
17,C78597,C262605,C1026189
18,C53382,C393477,C3396645
19,C584373,C1277724,C743289
20,C48831,C787938,C3396522
21,C849807,C584865,C29151
22,C26445,C771456,C28413
23,C2314122,C324597,C2617194
24,C2795175,C642060,C705651
25,C186714,C18450,C72939
26,C3649410,C3615708,C2501082
27,C2720022,C34809,C25953
28,C2859135,C54981,C3409191
29,C2734782,C3385329,C311559
30,C216111,C3838092,C2819898
31,C25584,C801468,C19680
32,C17712,C410082,C1031970
33,C3171186,C230994,C75276
34,C50553,C39729,C2760858
35,C36408,C2896773,C829266
36,C23862,C270723,C907617
37,C16974,C623979,C3512634
38,C313035,C55350,C372321
39,C975636,C55473,C34317
40,C2819652,C25092,C2479803
41,C3602547,C466416,C831849
42,C2451759,C2654586,C719919
43,C1095069,C324474,C401964
44,C115005,C2397516,C2354097
45,C36285,C654237,C2836872
46,C1032339,C54489,C311313
47,C410574,C85731,C3420507
48,C3684096,C293109,C33825
49,C2751264,C45264,C736401
50,C466170,C975759,C216603
51,C34563,C3171063,C806142
52,C2653725,C45633,C952758
53,C41943,,C3407346
54,C25461,,C973299
55,C1064073,,C975144
56,C2462583,,C56826
57,C2653848,,C2832690
58,C53013,,C54612
59,C4157277,,C89052
60,C457683,,C30258
61,C1036890,,C714384
62,C1046853,,C42066
63,C116235,,C71709
64,C57441,,C377856
65,C2857659,,C55104
66,C377610,,C68019
67,C3418539,,C49323
68,C3904758,,C794457
69,C3543384,,C49077
70,C3726531,,C3198492
71,C127182,,C68265
72,C88683,,C3860232
73,C3401442,,C914505
74,C734679,,C3777699
75,C2668362,,C245754
76,C37638,,C2774019
77,C140097,,C3418416
78,C3406485,,C29028
79,C2568486,,C3651747
80,C83271,,C2381034
81,C2544993,,C50184
82,C3579669,,C3724071
83,C679329,,C1223727
84,C3365895,,C457806
85,C2839701,,C3409806
86,C2855076,,C30012
87,C3153843,,C2734413
88,C3732558,,C140343
89,C231240,,C2579925
90,C2321994,,C45510
91,C58056,,C596919
92,C2795544,,C125829
93,C1100727,,C2488290
94,C3616446,,C654606
95,C58179,,C3422475
96,C23493,,C1191993
97,C245631,,C3817551
98,C19557,,C2556432
99,C3384960,,C311067
100,C23616,,C22017
101,C841443,,C67773
102,C806019,,C412542
103,C949683,,C62607
104,C74292,,C48093
105,C1032585,,C907371
106,C112422,,
107,C90528,,
108,C1032462,,
109,C19188,,
110,C155103,,
111,C410697,,
112,C2837733,,
113,C36654,,
114,C457929,,
115,C112176,,
116,C71217,,
117,C654483,,
118,C154980,,
119,C3418785,,
120,C75768,,
121,C2654217,,
122,C972192,,
123,C717336,,
124,C3775731,,
125,C177366,,
126,C3684711,,
127,C38991,,
128,C3775977,,
129,C2421747,,
130,C735540,,
131,C270969,,
132,C3702423,,
133,C2688165,,
134,C1026435,,
135,C387327,,
136,C111930,,
137,C663585,,
138,C664938,,
139,C37269,,
140,C84378,,
141,C744888,,
142,C409959,,
143,C1206138,,
144,C818688,,
145,C3777576,,
146,C410328,,
147,C3686556,,
148,C883263,,
149,C53505,,
150,C73062,,
151,C121524,,
152,C3579915,,
153,C3543507,,
154,C28659,,
155,C51291,,
156,C979080,,
157,C3686679,,
158,C217095,,
159,C19803,,
160,C146247,,
161,C396552,,
162,C3904635,,
163,C28905,,
164,C52890,,
165,C55965,,
166,C50799,,
167,C3767367,,
168,C2897019,,
169,C48216,,
170,C17589,,
171,C798270,,
172,C823731,,
173,C3665154,,
174,C701838,,
175,C741198,,
176,C15252,,
177,C17466,,
178,C760017,,
179,C58917,,
180,C58548,,
181,C692613,,
182,C81918,,
183,C57564,,
