,train,val,test
0,C54612,C51045,C3401442
1,C54981,C883632,C71217
2,C1036890,C1277724,C2836872
3,C115005,C3418293,C72939
4,C71709,C642060,C18327
5,C55104,C68388,C3775977
6,C3622350,C3291111,C36900
7,C28290,C1039104,C806019
8,C56826,C2839701,C2678694
9,C3838092,C37638,C393477
10,C952635,C44895,C28659
11,C801468,C75768,C713892
12,C3904758,C127182,C2354097
13,C3790491,C3512388,C23493
14,C25461,C4158261,C410328
15,C377610,C440832,C60270
16,C36285,C2544993,C1032462
17,C4157277,C112422,C27798
18,C15990,C242679,C245631
19,C89052,C83271,C140466
20,C1032339,C62730,C654483
21,C271092,C868872,C35670
22,C2358771,C59532,C16851
23,C2857659,C2581647,C953127
24,C182409,C136530,C57810
25,C806142,C714384,C37515
26,C410082,C2487921,C771456
27,C2653848,C42066,C74292
28,C96432,C291756,C230871
29,C3560973,C641691,C19188
30,C154980,C524349,C2402313
31,C2334663,C15498,C3616446
32,C3408945,C68019,C829266
33,C953250,,C457929
34,C916473,,C1026189
35,C19680,,C735540
36,C401964,,C58056
37,C801960,,C111930
38,C2864670,,C90528
39,C27675,,C1100727
40,C3301689,,C2688165
41,C90159,,C187083
42,C112176,,C3185577
43,C98154,,C2479803
44,C2837733,,C736401
45,C663093,,C818688
46,C719919,,C2879184
47,C111684,,C86100
48,C410697,,C72324
49,C623856,,C3409314
50,C77490,,C952758
51,C38868,,C2580540
52,C53505,,C3385329
53,C2501082,,C54735
54,C3649656,,C34809
55,C2735028,,C116727
56,C3777453,,C3543384
57,C372321,,C99753
58,C41574,,C3615708
59,C2321994,,C973299
60,C34317,,C216603
61,C3528132,,C337143
62,C73062,,C340710
63,C1031970,,C377856
64,C177366,,C88806
65,C75522,,C1002204
66,C3384960,,C2751264
67,C3396522,,
68,C311313,,
69,C717336,,
70,C475887,,
71,C231240,,
72,C907617,,
73,C2668362,,
74,C114759,,
75,C2647698,,
76,C2855076,,
77,C77613,,
78,C3686679,,
79,C270969,,
80,C2421747,,
81,C2760858,,
82,C2697882,,
83,C37392,,
84,C3732558,,
85,C72693,,
86,C146124,,
87,C324597,,
88,C50061,,
89,C3557160,,
90,C19557,,
91,C38991,,
92,C46371,,
93,C743289,,
94,C744888,,
95,C98031,,
96,C84378,,
97,C2617194,,
98,C70602,,
99,C36654,,
100,C1206138,,
101,C2654217,,
102,C3860109,,
103,C2819775,,
104,C2403543,,
105,C52029,,
106,C83640,,
107,C44526,,
108,C324351,,
109,C25953,,
110,C29151,,
111,C3420507,,
112,C311559,,
113,C4158138,,
114,C720165,,
115,C3686556,,
116,C3686925,,
