,train,val,test
0,C1026435,C324351,C88683
1,C1031970,C440832,C393477
2,C1032585,C85977,C53505
3,C1039104,C60270,C1100727
4,C111684,C2568486,C679329
5,C112422,C883263,C75276
6,C121524,C1206138,C2734290
7,C123861,C3702423,C71217
8,C127182,C2654217,C3512388
9,C1277724,C3512634,C112176
10,C140097,C3153843,C916473
11,C154980,C953250,C2501082
12,C155103,C75768,C16851
13,C18327,C58056,C270477
14,C187083,C37515,C3777453
15,C230871,C3408945,C624471
16,C2334663,C77490,C2688165
17,C23493,C53874,C177366
18,C2354097,C410697,C3396645
19,C2402313,C3396522,C3775731
20,C2409078,C98154,C1032462
21,C2421747,C2819775,C1026558
22,C242679,C136530,C3185577
23,C25953,C642060,C2403543
24,C2647698,C38991,C136161
25,C2653971,C916719,C34317
26,C2668362,C36900,C216234
27,C2678694,C231240,C84378
28,C2697882,C72939,C58794
29,C270969,C705651,C2421501
30,C2735028,C90528,C17097
31,C2760612,C23616,C953127
32,C27675,C2864670,C2819898
33,C27798,C654483,C28659
34,C2795544,C2581647,C74292
35,C2836872,C63099,C2839701
36,C28413,C140466,C33825
37,C2879184,C72324,C58179
38,C29151,C584865,C457929
39,C311313,C2544993,C111930
40,C3156795,C50061,C2321994
41,C3199968,C3409314,C29397
42,C324597,C51291,C96186
43,C3291111,C720165,C3557160
44,C3293202,C2760858,C744888
45,C3301689,C734679,C387327
46,C3365895,C3409191,C2837733
47,C3384960,C136284,C3528132
48,C3401442,C77613,C90159
49,C3406485,C663585,C262605
50,C3418293,C2462583,C146124
51,C3418785,C18450,C19557
52,C3420507,C54981,C311559
53,C3503655,C466170,C98031
54,C35670,C377610,C3832065
55,C3579669,C54858,C2439951
56,C3579915,C3615708,C52029
57,C3616446,C3838092,C19188
58,C3622227,C53013,C3543507
59,C3649656,C54735,C114759
60,C36654,C973299,C2617194
61,C3686556,C96432,C1026189
62,C3686679,C2653848,C2855076
63,C3686925,C182409,C475887
64,C372321,C806142,C717336
65,C37269,C2751264,C245631
66,C37392,C340710,C735540
67,C37638,,C3684711
68,C3775977,,C972192
69,C3777576,,C311190
70,C3789999,,C1046730
71,C3790614,,C410328
72,C3860109,,C2479803
73,C38868,,C3732558
74,C39483,,C19680
75,C401964,,C3622350
76,C40344,,C3726531
77,C409959,,C15990
78,C41574,,C216603
79,C4158138,,C2487921
80,C4158261,,C952635
81,C44526,,C3418539
82,C44895,,C3602547
83,C46371,,C3407346
84,C51045,,C524349
85,C520905,,C55104
86,C57810,,C56826
87,C59532,,C42066
88,C623856,,C34809
89,C62730,,C291756
90,C663093,,C116727
91,C664938,,C1036890
92,C68388,,C74661
93,C692736,,C88806
94,C70602,,C3904758
95,C713892,,C41943
96,C719919,,C2580540
97,C720042,,C3684096
98,C72693,,C2832690
99,C73062,,C115005
100,C736401,,C1064073
101,C743289,,
102,C75522,,
103,C771456,,
104,C77367,,
105,C787938,,
106,C801960,,
107,C806019,,
108,C808233,,
109,C809340,,
110,C818688,,
111,C829266,,
112,C831849,,
113,C83271,,
114,C83640,,
115,C841443,,
116,C860508,,
117,C86100,,
118,C868872,,
119,C883632,,
120,C907617,,
121,C949683,,
122,C974898,,
123,C979080,,
124,C1002204,,
125,C1004049,,
126,C1032339,,
127,C1046853,,
128,C1095069,,
129,C116235,,
130,C15498,,
131,C2358771,,
132,C2451759,,
133,C25461,,
134,C2579556,,
135,C2653725,,
136,C271092,,
137,C28290,,
138,C2857659,,
139,C30258,,
140,C334437,,
141,C337143,,
142,C3385329,,
143,C34563,,
144,C3543384,,
145,C3560973,,
146,C36285,,
147,C377856,,
148,C3790491,,
149,C410082,,
150,C410574,,
151,C4157277,,
152,C457683,,
153,C54612,,
154,C57441,,
155,C641691,,
156,C68019,,
157,C714384,,
158,C71709,,
159,C801468,,
160,C805773,,
161,C89052,,
162,C94956,,
163,C952758,,
164,C975144,,
165,C99753,,
